anuncio/propriedade,tipo,freguesia,concelho,distrito,area(m²),valor renda(€/mes)
Apartamento T2 semi-novo com duas suítes - pronto a habitar - Lumiar -,Apartamento,Desconhecido,Lumiar,Lisboa,101.0,1600
Espaço destinado a serviços no centro de Ponta Delgada,Escritório,Ponta Delgada (São Sebastião),Ponta Delgada,Ilha de São Miguel,392.0,5000
Armazém 1000m2,Armazém,Santa Iria de Azoia,São João da Talha e Bobadela,"Loures, Lisboa",1000.0,5000
Loja/escritório Almada,Loja,Almada,Cova da Piedade,"Pragal e Cacilhas, Almada, Setúbal",390.0,2450
"T2 Remodelado com Garagem e Terraço, Santo Antonio Olivais, Coimbra",Apartamento,Desconhecido,Santo António dos Olivais,Coimbra,86.0,980
Escritório no Campo Grande,Escritório,Desconhecido,Alvalade,Lisboa,390.0,6825
Escritório com 423m2 no edifício Atlas - Miraflores,Escritório,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",390.0,5076
Moradia Isolada T4 - São Pedro do Estoril,Moradia,Cascais e Estoril,Cascais,Lisboa,160.0,3800
Escritórios para arrendamento na Baixa do Porto,Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",390.0,9750
"Escritório com áreas grandes, para comércio e ou serviços...",Escritório,Desconhecido,Ferreiros e Gondizalves,Braga,389.7,3000
"Apartamento T1, Alcochete",Apartamento,Desconhecido,Alcochete,Setúbal,58.0,1500
Arrendar Escritório Edifício Tejo | 389 m2 | Alfragide,Escritório,Carnaxide e Queijas,Oeiras,Lisboa,389.0,3890
Arrenda-se T1+1 em Barcelos,Apartamento,Barcelos,Vila Boa e Vila Frescainha (São Martinho e São Pedro),"Barcelos, Braga",118.5,900
"No centro nevrálgico de Alfragide, junto ao C. Comercial Alegro  numa",Escritório,Carnaxide e Queijas,Oeiras,Lisboa,389.0,3890
"Moradia T2 geminada, no centro de cascais",Moradia,Cascais e Estoril,Cascais,Lisboa,140.0,3000
Loja  para arrendamento,Loja,Rio de Mouro,Sintra,Lisboa,388.5,2800
Loja centro de Agueda,Loja,Águeda e Borralha,Águeda,Aveiro,120.0,500
Prédio Moradia Casa Terreno Aparcamento Porto Escritório Loja Galeria,Moradia,São Mamede de Infesta e Senhora da Hora,Matosinhos,Porto,388.0,768000
T0 para Arrendamento Rua de Gondarém,Apartamento,Aldoar,Foz do Douro e Nevogilde,Porto,40.0,790
"Armazém para alugar em Rio tinto, Gondomar próximo da aut...",Armazém,Rio Tinto,Gondomar,Porto,388.0,2500
Arrendamento de Apartamento T2 - Rua Lopes (4 meses),Apartamento,Desconhecido,Penha de França,Lisboa,100.0,1100
"Casa de Campo em Arraiolos, Évora para arrendamento",Moradia,Desconhecido,Arraiolos,Évora,388.0,4000
Escritório em Zona Privilegiada,Escritório,Desconhecido,Parque das Nações,Lisboa,119.0,2450
Escritório | Beloura Business Campus,Escritório,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",387.63,5039
Apartamento T1 mobilado para arrendamento na Avenida da L...,Apartamento,Desconhecido,Santo António,Lisboa,90.0,3500
Loja para arrendar em Seixezelo.,Escritório,Pedroso e Seixezelo,Vila Nova de Gaia,Porto,170.0,2000
Estabelecimento comercial para arrendamento centro de San...,Loja,Santa Maria da Feira,Travanca,"Sanfins e Espargo, Santa Maria da Feira, Aveiro",387.0,3500
"Loja  Arrendamento em Santa Maria da Feira, Travanca, Sanfins e Esparg",Loja,Santa Maria da Feira,Travanca,"Sanfins e Espargo, Santa Maria da Feira, Aveiro",426.95,3500
Loja com 387m2 para arrendamento no centro de Stª Mª da Feira,Loja,Santa Maria da Feira,Travanca,"Sanfins e Espargo, Santa Maria da Feira, Aveiro",387.0,3500
Moradia T4 - Arrendamento anual - piscina - jardim - barbecue - Albufe,Moradia,Ferreiras,Albufeira,Faro,319.0,3500
T2 para alugar em rua Senhora Gloria,Apartamento,Desconhecido,São Vicente,Lisboa,120.0,3500
Loja com 387m2 para arrendamento no centro de Stª Mª da Feira,Loja,Santa Maria da Feira,Travanca,"Sanfins e Espargo, Santa Maria da Feira, Aveiro",360.0,3500
Estabelecimento comercial para arrendamento centro de San...,Loja,Santa Maria da Feira,Travanca,"Sanfins e Espargo, Santa Maria da Feira, Aveiro",387.0,3500
Loja com 275m2 para arrendamento,Loja,Matosinhos e Leça da Palmeira,Matosinhos,Porto,275.0,3500
Arrendo Excelente Armazém novo 800m2,Armazém,Modivas,Vila do Conde,Porto,800.0,3500
"Moradia T2 duplex nova, em São João do Estoril, junto à p...",Apartamento,Cascais e Estoril,Cascais,Lisboa,79.63,3500
Apartamento T3 para arrendamento,Apartamento,Ramada e Caneças,Odivelas,Lisboa,153.0,3500
Apartamento T3 para arrendamento,Apartamento,Oeiras e São Julião da Barra,Paço de Arcos e Caxias,"Oeiras, Lisboa",155.0,3500
Armazém  para arrendamento,Armazém,Bucelas,Loures,Lisboa,616.0,3500
Armazém em Nova Carnaxide,Armazém,Carnaxide e Queijas,Oeiras,Lisboa,280.0,3500
Apartamento T3 para arrendamento,Apartamento,Madalena,Vila Nova de Gaia,Porto,145.0,3500
Arrendamento de Armazém em Carnaxide,Armazém,Carnaxide e Queijas,Oeiras,Lisboa,280.0,3500
Loja para Arrendamento em Matosinhos - Fonte de Luz ,Loja,Matosinhos e Leça da Palmeira,Matosinhos,Porto,275.0,3500
Loja Como Nova em Canidelo (1º Linha de Mar),Loja,Canidelo,Vila Nova de Gaia,Porto,147.0,3500
"Armazém  Arrendamento em São João da Madeira,São João da Madeira",Armazém,S. João da Madeira,São João da Madeira,Aveiro,686.0,3500
Armazém no centro de Matosinhos,Armazém,Matosinhos e Leça da Palmeira,Matosinhos,Porto,720.0,3500
Excelente Loja no centro de Matosinhos,Loja,Matosinhos e Leça da Palmeira,Matosinhos,Porto,275.0,3500
"Loja  Arrendamento em Santa Maria da Feira, Travanca, Sanfins e Esparg",Loja,Santa Maria da Feira,Travanca,"Sanfins e Espargo, Santa Maria da Feira, Aveiro",426.95,3500
Espaço comercial no centro da cidade de Barcelos,Loja,Barcelos,Vila Boa e Vila Frescainha (São Martinho e São Pedro),"Barcelos, Braga",309.5,3500
Loja com 387m2 para arrendamento no centro de Stª Mª da Feira,Loja,Santa Maria da Feira,Travanca,"Sanfins e Espargo, Santa Maria da Feira, Aveiro",387.0,3500
Armazém | 520 m² | Campanhã | Porto,Armazém,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",520.0,3500
Aluga-se apartamento T1,Apartamento,Santa Cruz/trindade e Sanjurge,Chaves,Vila Real,70.0,400
Loja  para arrendamento,Loja,Vilarinho do Bairro,Anadia,Aveiro,62.4,400
EXCLUSIVE OFFICE | PÓVOA DE LANHOSO,Escritório,Nossa Senhora do Amparo,Póvoa de Lanhoso,Braga,15.0,400
Escritórios no Centro do Funchal,Escritório,São Pedro,Funchal,Ilha da Madeira,25.0,400
Moradia t2 aluguer,Moradia,Carapinheira,Montemor-o-Velho,Coimbra,120.0,400
Escritório para arrendamento Ílhavo - Centro,Escritório,Ílhavo (São Salvador),Ílhavo,Aveiro,57.0,400
Loja Cacia - Centro,Loja,Desconhecido,Cacia,Aveiro,50.0,400
Escritório  para arrendamento,Escritório,Abrantes (São Vicente e São João) e Alferrarede,Abrantes,Santarém,37.85,400
Trespasse de café na 1ª linha da praia de Vila do Conde,Loja,Desconhecido,Vila do Conde,Porto,98.0,400
"Escritório  Arrendamento em Oliveira, São Paio e São Sebastião,Guimarã",Escritório,Oliveira,São Paio e São Sebastião,"Guimarães, Braga",44.0,400
Loja  para arrendamento,Loja,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",18.0,400
Loja  para arrendamento,Loja,Molelos,Tondela,Viseu,85.0,400
Loja  para arrendamento,Loja,Ponte de Sor,Tramaga e Vale de Açor,"Ponte de Sor, Portalegre",95.6,400
Moradia T2 para arrendamento,Moradia,Desconhecido,Monforte da Beira,Castelo Branco,50.4,400
Loja  para arrendamento,Loja,Ponte de Sor,Tramaga e Vale de Açor,"Ponte de Sor, Portalegre",145.0,400
T1 em Zona Histórica perto do Palácio São Bento,Apartamento,Desconhecido,Misericórdia,Lisboa,59.0,1300
"Arrendamento de Loja com 110 m2, Vila do Conde",Loja,Desconhecido,Vila do Conde,Porto,110.7,750
"Armazém com 1596m2 em 2 pisos, Zona Industrial da Feiteira, Grijó",Armazém,Pedroso e Seixezelo,Vila Nova de Gaia,Porto,1596.0,4250
T1 remodelado com terraço para arrendamento na Rua Marques da Silva,Apartamento,Desconhecido,Arroios,Lisboa,53.0,1000
Loja Centro de Santa Maria da Feira - Aveiro,Loja,Santa Maria da Feira,Travanca,"Sanfins e Espargo, Santa Maria da Feira, Aveiro",386.99,3500
Armazém  para arrendamento,Armazém,Ermesinde,Valongo,Porto,385.0,2500
Excelente Moradia V5 Isolada Com Piscina e Jardim em Cascais,Moradia,Alcabideche,Cascais,Lisboa,383.0,15000
Escritório nas Avenidas Novas,Escritório,Desconhecido,Avenidas Novas,Lisboa,382.0,5730
Armazém centro Montijo - 382 m2,Armazém,Montijo e Afonsoeiro,Montijo,Setúbal,382.0,2300
Armazém Centro Montijo,Armazém,Montijo e Afonsoeiro,Montijo,Setúbal,381.0,2300
Armazém para alugar - Boavista,Armazém,Desconhecido,Ramalde,Porto,380.0,1250
Armazém  para arrendamento,Armazém,Baguim do Monte,Gondomar,Porto,380.0,1900
"Escritório 411m2 - Edifício Citizen, Lisboa",Escritório,Desconhecido,Avenidas Novas,Lisboa,380.0,5340
Oportunidade - Loja - Alfragide,Loja,Alfragide,Amadora,Lisboa,380.0,3750
Restaurante em Campanhã,Loja,Desconhecido,Campanhã,Porto,380.0,1750
Alugo Armazem Moita,Loja,Desconhecido,Moita,Setúbal,380.0,1330
Escritório c/ 30m2 inserido em Escritório Partilhado - Lisboa,Escritório,Desconhecido,Arroios,Lisboa,30.0,400
Moradia T6 no Estoril,Moradia,Cascais e Estoril,Cascais,Lisboa,380.0,10500
Aluga-se escritório centro Gondomar,Escritório,Gondomar (São Cosme),Valbom e Jovim,"Gondomar, Porto",50.0,400
Armazém em Mem Martins c/380 m2,Armazém,Algueirão-Mem Martins,Sintra,Lisboa,380.0,3000
Armazém ou loja com 140m2,Armazém,Desconhecido,Marrazes e Barosa,Leiria,140.0,400
Moradia Isolada T5 - Quinta do Rosário em Cascais,Moradia,Cascais e Estoril,Cascais,Lisboa,380.0,8500
Café / Bar mobilado,Loja,São João de Ver,Santa Maria da Feira,Aveiro,36.0,400
Moradia T4 para arrendamento,Moradia,Ferreiros,Prozelo e Besteiros,"Amares, Braga",380.0,800
Loja  para arrendamento,Loja,Argoncilhe,Santa Maria da Feira,Aveiro,98.0,400
Escritórios | José Malhoa 11,Escritório,Desconhecido,Campolide,Lisboa,379.31,7775
Escritórios | José Malhoa 11,Escritório,Desconhecido,Campolide,Lisboa,379.31,7586
REF3764 Centro Empresarial (Loja/Escritório) Quinta do Covelo Paranhos,Loja,Desconhecido,Paranhos,Porto,30.0,400
Escritórios | José Malhoa 11,Escritório,Desconhecido,Campolide,Lisboa,379.31,7586
Apartamento para alugar em Refoios do Lima,Apartamento,Calheiros,Ponte de Lima,Viana do Castelo,50.0,400
Escritórios | José Malhoa 11,Escritório,Desconhecido,Campolide,Lisboa,379.31,7586
Loja luz natural + estacionamento gratuito,Loja,Leiria,Pousos,"Barreira e Cortes, Leiria",73.0,400
Escritórios | José Malhoa 11,Escritório,Desconhecido,Campolide,Lisboa,379.31,7586
Loja c/ luz natural / Diversas montras,Loja,Leiria,Pousos,"Barreira e Cortes, Leiria",72.0,400
Arrendar Escritório Edifício Stern | 378 m2 | Cluttons Comercial,Escritório,Alfragide,Amadora,Lisboa,378.0,3591
Escritório centro - 2 gabinetes + sala + terraço,Escritório,Leiria,Pousos,"Barreira e Cortes, Leiria",80.0,400
Loja com 2 pisos  378 m2 na Figueirinha em Oeiras,Loja,Oeiras e São Julião da Barra,Paço de Arcos e Caxias,"Oeiras, Lisboa",378.0,1500
Escritório para arrendamento no centro de Vila Nova de Famalicão,Escritório,Vila Nova de Famalicão e Calendário,Vila Nova de Famalicão,Braga,48.0,400
Escritório C. C. Sta. Bárbara,Escritório,Desconhecido,Braga (São José de São Lázaro e São João do Souto),Braga,72.0,400
Loja  para arrendamento,Loja,Desconhecido,União de Freguesias da cidade de Santarém,Santarém,43.0,400
Loja no centro da cidade de Barcelos,Loja,Arcozelo,Barcelos,Braga,31.0,400
Loja / Escritório - Ferreiros,Loja,Amares e Figueiredo,Amares,Braga,50.0,400
Loja para Arrendamento no Centro Comercial Renovação,Loja,Almada,Cova da Piedade,"Pragal e Cacilhas, Almada, Setúbal",10.0,400
Arrecadação no piso -1 do Solmar Avenida Center,Armazém,São Pedro,Ponta Delgada,Ilha de São Miguel,45.0,400
T3 Qta S Sebastião,Apartamento,Desconhecido,Lumiar,Lisboa,197.0,3500
Apartamento T3 Quinta da Graciosa,Apartamento,Cascais e Estoril,Cascais,Lisboa,126.0,3500
"Armazém  Arrendamento em São João da Madeira,São João da Madeira",Armazém,S. João da Madeira,São João da Madeira,Aveiro,1281.0,3500
Apartamento T3 renovado com parqueamento,Apartamento,Desconhecido,Alvalade,Lisboa,140.0,3500
Loja  para arrendamento,Loja,Fátima,Ourém,Santarém,184.0,3500
Loja para arrendamento,Loja,Campo e Tamel (São Pedro Fins),Barcelos,Braga,310.0,3500
"Moradia T4 isolada, com jardim e piscina, em Mindelo",Moradia,Mindelo,Vila do Conde,Porto,284.0,3500
Moradia T3 para Arrendamento Anual em Lagos,Moradia,São Gonçalo de Lagos,Lagos,Faro,115.0,3500
Espaço comercial/Loja Parque das Nações (Expo),Loja,Desconhecido,Parque das Nações,Lisboa,130.0,3500
Loja comercial em Campolide rua Marques da Fronteira em L...,Loja,Desconhecido,Campolide,Lisboa,78.6,3500
Apartamento T3 para arrendamento,Apartamento,Desconhecido,Avenidas Novas,Lisboa,137.0,3500
Escritório  para arrendamento,Escritório,Desconhecido,Arroios,Lisboa,70.0,3500
Moradia T4 para arrendamento,Moradia,Airão Santa Maria,Airão São João e Vermil,"Guimarães, Braga",325.0,3500
Moradia T4 com cave e sótão no centro da Vila de Sintra,Moradia,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",215.0,3500
Armazém para comércio com showroom - São João da Madeira,Armazém,S. João da Madeira,São João da Madeira,Aveiro,1153.0,3500
Casa de habitação com padaria e fabrico próprio,Moradia,Serzedelo,Guimarães,Braga,153.0,3500
Loja/Escritório junto a Alameda,Loja,Desconhecido,Arroios,Lisboa,160.0,3500
Loja Centro de Santa Maria da Feira - Aveiro,Loja,Santa Maria da Feira,Travanca,"Sanfins e Espargo, Santa Maria da Feira, Aveiro",386.99,3500
Moradia T4 para arrendamento,Moradia,Desconhecido,Ramalde,Porto,164.0,3500
Armazém Industrial independente para arrendamento em Fânzeres,Armazém,Fânzeres e São Pedro da Cova,Gondomar,Porto,597.0,3500
MORADIA INDIVIDUAL C/ PISCINA EM V. N. FAMALICÃO,Moradia,Gavião,Vila Nova de Famalicão,Braga,377.0,3500
Armazém 700m2 + 380m2 estacionamento logradouro Pero Pinheiro Sintra,Armazém,Almargem do Bispo,Pêro Pinheiro e Montelavar,"Sintra, Lisboa",700.0,3500
escritórios com 700m2 algumas salas copa WC Portela Sacav...,Escritório,Águas Livres,Amadora,Lisboa,700.0,3500
Loja | Montra | Av. Guerra Junqueiro | Zona Premium,Loja,Desconhecido,Areeiro,Lisboa,75.0,3500
MORADIA INDIVIDUAL C/ PISCINA EM V. N. FAMALICÃO,Moradia,Gavião,Vila Nova de Famalicão,Braga,377.0,3500
Escritório Arrendamento Lisboa,Escritório,Desconhecido,Avenidas Novas,Lisboa,376.0,6980
Loja no coração da cidade.,Loja,Vila Nova de Famalicão e Calendário,Vila Nova de Famalicão,Braga,376.0,7000
Armazém em Padim da Graça,Armazém,Desconhecido,Padim da Graça,Braga,375.0,1200
"Excelente loja ao Lado do Continente, na Póvoa de Varzim",Loja,Póvoa de Varzim,Beiriz e Argivai,"Povoa de Varzim, Porto",375.0,5000
Escritório para arrendar em carnaxide - oeiras,Escritório,Carnaxide e Queijas,Oeiras,Lisboa,375.0,4500
Loja  para arrendamento,Loja,Gaula,Santa Cruz,Ilha da Madeira,374.6,1600
Moradia T5 com Terraço e  apartamento T1 independente,Moradia,Desconhecido,Santo António,Lisboa,374.0,7000
Arrendamento de Armazém em open space na Avenida Infante Dom Henrique,Armazém,Desconhecido,Marvila,Lisboa,374.0,3250
T1 Estarreja Centro,Apartamento,Beduído e Veiros,Estarreja,Aveiro,50.0,650
R TEIXEIRA AGUILLAR 125,Apartamento,Carcavelos e Parede,Cascais,Lisboa,92.0,1224
"Loja em Infantado, Loures",Loja,Desconhecido,Loures,Lisboa,60.0,1150
Escritório em Carnaxide,Escritório,Carnaxide e Queijas,Oeiras,Lisboa,51.0,680
"Versatile workspaces, individual or rooms",Escritório,Desconhecido,Estrela,Lisboa,1489.0,210
Loja Edifício Planície – Vila Franca de Xira,Loja,Desconhecido,Vila Franca de Xira,Lisboa,140.0,800
Armazém em Aveiras de Cima com 100 m2,Armazém,Desconhecido,Azambuja,Lisboa,100.0,490
Espaço comercial adaptado a Escritório em Areeiro,Loja,Desconhecido,Areeiro,Lisboa,58.0,1200
Loja no Centro Póvoa de Santo Adrião,Loja,Póvoa de Santo Adrião e Olival Basto,Odivelas,Lisboa,246.0,1800
Loja com boa área à entrada de Queijas,Loja,Cartaxo e Vale da Pinta,Cartaxo,Santarém,244.0,1800
Magnífico Escritório na Baixa de Lisboa!,Escritório,Desconhecido,Santa Maria Maior,Lisboa,114.0,1800
Loja  em Marvila,Loja,Desconhecido,Marvila,Lisboa,68.0,1100
Espaço comercial adaptado a Escritório em Areeiro,Loja,Desconhecido,Areeiro,Lisboa,58.0,1200
Loja Bairro de Santos,Loja,Desconhecido,Avenidas Novas,Lisboa,311.0,4000
Espaço Comercial em zona de grande visibilidade,Loja,Cacém e São Marcos,Sintra,Lisboa,224.0,1990
Loja em Almada,Loja,Almada,Cova da Piedade,"Pragal e Cacilhas, Almada, Setúbal",210.0,1500
"Excelente loja, à entrada de Queijas, com ótima exposição pública",Loja,Carnaxide e Queijas,Oeiras,Lisboa,210.0,1950
Escritório com 164 m2 no centro de Espinho,Escritório,Anta e Guetim,Espinho,Aveiro,164.0,790
"Armazém, 75 m², Casal de Cambra",Armazém,Casal de Cambra,Sintra,Lisboa,75.0,500
"Apartamento em Oeiras, Queijas",Apartamento,Carnaxide e Queijas,Oeiras,Lisboa,79.0,980
"Apartamento em Sintra, São Marcos",Apartamento,Cacém e São Marcos,Sintra,Lisboa,89.0,895
"Apartamento em Barreiro, Alto do Seixalinho",Apartamento,Alto do Seixalinho,Santo André e Verderena,"Barreiro, Setúbal",98.0,650
"Apartamento em Olhão, Olhão",Apartamento,Desconhecido,Olhão,Faro,116.0,640
MORADIA T3 +1 NO ESTORIL,Moradia,Cascais e Estoril,Cascais,Lisboa,190.0,3500
Escritório T0 para arrendamento,Escritório,Desconhecido,Avenidas Novas,Lisboa,110.0,3500
Apartamento T3 para arrendamento,Apartamento,Desconhecido,Arroios,Lisboa,91.15,3500
Loja na Baixa de Coimbra (Av. Fernão de Magalhães),Loja,Coimbra (Sé Nova,Santa Cruz,"Almedina e São Bartolomeu), Coimbra",440.0,3500
Escritório c/ 6 Garagens em plena Avenida Dom João II par...,Escritório,Desconhecido,Parque das Nações,Lisboa,140.0,3500
Apartamento T4 na zona de Serralves,Apartamento,Desconhecido,Lordelo do Ouro e Massarelos,Porto,167.0,3500
Armazém de 530m2 de área bruta privativa em São João da Madeira.,Armazém,S. João da Madeira,São João da Madeira,Aveiro,530.0,3500
Armazém com cais de carga,Armazém,Grijó e Sermonde,Vila Nova de Gaia,Porto,1050.0,3500
Armazém 1000 m2 - com cais. Gaia Z.I.,Armazém,Grijó e Sermonde,Vila Nova de Gaia,Porto,1000.0,3500
Escritório Arrendamento Lisboa,Escritório,Desconhecido,Parque das Nações,Lisboa,142.0,3500
Loja  para arrendamento,Loja,Alcobaça e Vestiaria,Alcobaça,Leiria,38.0,400
Escritório Arrendamento Lisboa,Escritório,Desconhecido,Parque das Nações,Lisboa,142.0,3500
Loja para arrendamento em Santa Iria de Azoia,Loja,Santa Iria de Azoia,São João da Talha e Bobadela,"Loures, Lisboa",30.0,400
Escritório com 333m2 em Condomínio Fechado com Segurança 24 horas e...,Escritório,Alfragide,Amadora,Lisboa,333.0,3500
"Escritório bem localizado, zona de serviços",Escritório,Desconhecido,São Victor,Braga,80.0,400
Moradia T3 em São Pedro do Estoril,Moradia,Cascais e Estoril,Cascais,Lisboa,167.0,3500
"Loja T0 Arrendamento em Fafe,Fafe",Loja,Desconhecido,Fafe,Braga,70.0,400
MORADIA T4 de 3 frentes – Garagem 2 carros – Terraço e jardim - Leça d,Moradia,Matosinhos e Leça da Palmeira,Matosinhos,Porto,272.0,3500
"Escritório em Faro de 36,00 m2",Escritório,Almancil,Loulé,Faro,36.0,400
Two bedroom garden apartment,Apartamento,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",130.0,3500
Alugo loja no centro de valongo,Escritório,Desconhecido,Valongo,Porto,25.0,400
Armazém para arrendar em Pinheiro de Loures,Armazém,Desconhecido,Loures,Lisboa,948.0,3500
"Escritório Assistido 2-3Pessoas, Novo, Moderno,Topo-Gama, junto Metro",Escritório,Desconhecido,Carnide,Lisboa,8.0,400
ARMAZÉM INDUSTRIAL PARA ARRENDAMENTO 826M2-GANDRA,Armazém,Gandra,Paredes,Porto,826.0,3500
Loja  no centro De C Rainha,Loja,Caldas da Rainha - Nossa Senhora do Pópulo,Coto e São Gregório,"Caldas da Rainha, Leiria",55.0,400
Fantástico Apartamento T2+1 com Terraço Privado,Apartamento,Desconhecido,Santa Maria Maior,Lisboa,100.0,3500
Oportunidade de Arrendamento: Espaço Comercial na Praça Bernardo Santa,Loja,Desconhecido,Areeiro,Lisboa,720.0,3500
Apartamento T3 para arrendamento,Apartamento,Cascais e Estoril,Cascais,Lisboa,140.0,3500
T5 Duplex para Arrendamento em Condomínio Fechado no Pinheiro Manso,Apartamento,Desconhecido,Ramalde,Porto,225.0,3500
Arrendamento de Restaurante/Pastelaria com 127 m2 mais Esplanada em pl,Loja,Oeiras e São Julião da Barra,Paço de Arcos e Caxias,"Oeiras, Lisboa",127.0,3500
Arrendamento de Restaurante/Pastelaria com 127 m2 mais Esplanada em pl,Loja,Oeiras e São Julião da Barra,Paço de Arcos e Caxias,"Oeiras, Lisboa",127.0,3500
Armazém T0 para arrendamento,Armazém,Mafamude e Vilar do Paraíso,Vila Nova de Gaia,Porto,371.0,2040
"Apartamento em Sobral de Monte Agraço, Sapataria",Apartamento,Sapataria,Sobral de Monte Agraço,Lisboa,117.0,875
Escritório na Urbanização das Olaias,Escritório,Desconhecido,Areeiro,Lisboa,370.0,2144
"Apartamento em Porto, Paranhos",Apartamento,Desconhecido,Paranhos,Porto,77.0,870
Espaço comercial ou armazém e anexo na Quinta Nova de São...,Armazém,Santo Antão e São Julião do Tojal,Loures,Lisboa,370.0,3250
"Apartamento em Alenquer, Santo Estêvão",Apartamento,Alenquer (Santo Estêvão e Triana),Alenquer,Lisboa,100.0,730
Apartamento T4 recuado para arrendamento no coração de Matosinhos Sul.,Apartamento,Matosinhos e Leça da Palmeira,Matosinhos,Porto,176.4,3500
Moradia T3+2 sem móveis em Albarraque com jardim e piscina,Moradia,Rio de Mouro,Sintra,Lisboa,370.0,5600
"Apartamento em Vila Nova de Gaia, Oliveira do Douro",Apartamento,Oliveira do Douro,Vila Nova de Gaia,Porto,131.0,870
Apartamento T3 para arrendamento,Apartamento,Santa Marinha e São Pedro da Afurada,Vila Nova de Gaia,Porto,129.0,3500
"Apartamento em Vila Nova de Gaia, Oliveira do Douro",Apartamento,Oliveira do Douro,Vila Nova de Gaia,Porto,108.0,940
Escritório  para arrendamento,Escritório,Desconhecido,Portimão,Faro,149.0,3500
Casa T3 a 15 minutos de Vila Real,Moradia,Desconhecido,Constantim e Vale de Nogueiras,Vila Real,140.0,600
Apartamento com 218 m2 remodelado a estrear,Apartamento,Desconhecido,São Domingos de Benfica,Lisboa,165.2,3500
Loja para arrendamento em Rio Tinto,Loja,Desconhecido,Paranhos,Porto,370.0,4500
Apartamento T2 Santa Clara,Apartamento,Desconhecido,Santa Clara e Castelo Viegas,Coimbra,78.0,850
Apartamento T2 para arrendamento sem móveis no Estoril,Apartamento,Cascais e Estoril,Cascais,Lisboa,80.0,3500
"Escritório em Lisboa de 370,00 m2",Escritório,Desconhecido,Santo António,Lisboa,370.0,5500
"T1 Mobilado em Santa luzia, Paranhos Porto",Apartamento,Desconhecido,Paranhos,Porto,65.0,850
"Moradia T3 com estacionamento para arrendamento no Livramento, Estoril",Moradia,Cascais e Estoril,Cascais,Lisboa,102.6,3500
Escritório  para arrendamento,Escritório,Desconhecido,Areeiro,Lisboa,369.63,2143
T2 Avenida Dr Elísio de Moura/Solum,Apartamento,Desconhecido,Santo António dos Olivais,Coimbra,85.0,700
"Apartamento T5+1 sem móveis, para arrendamento na Estrela",Apartamento,Desconhecido,Campo de Ourique,Lisboa,181.0,3500
"Escritório para arrendamento, composto por 4 gabinetes (3...",Escritório,Desconhecido,Vila Franca de Xira,Lisboa,369.5,3000
Moradia Isolada T5 - Quinta do Rosário em Cascais,Moradia,Cascais e Estoril,Cascais,Lisboa,380.0,8500
Warehouse/rent 1,Armazém,Desconhecido,Alvito,Beja,20000.0,3500
Moradia T4 para arrendamento,Moradia,Charneca de Caparica e Sobreda,Almada,Setúbal,369.0,6000
Arrendamento - Moradia Moderna T3 em Matarraque,Moradia,São Domingos de Rana,Cascais,Lisboa,100.0,3500
Armazém com 368m2,Armazém,Manhente,Barcelos,Braga,369.0,900
MORADIA T3 +1 NO ESTORIL,Moradia,Cascais e Estoril,Cascais,Lisboa,190.0,3500
Escritório zona industrial da Varziela,Escritório,Árvore,Vila do Conde,Porto,369.0,1900
Moradia T4 com piscina na Charneca de Caparica e Sobreda,Moradia,Charneca de Caparica e Sobreda,Almada,Setúbal,369.0,6000
Clínica Arrendamento Lisboa,Loja,Desconhecido,Parque das Nações,Lisboa,142.0,3500
Loja para arrendamento na Zona Industrial de Mamodeiro,Loja,Requeixo,Nossa Senhora de Fátima e Nariz,Aveiro,368.46,5000
T3 Novo - Mobilado - Condomínio privado - Campo Grande 200,Apartamento,Desconhecido,Alvalade,Lisboa,120.0,3500
Armazém Arrendamento NOVO,Armazém,Ponte,Guimarães,Braga,367.0,1500
Moradia de charme no Centro Histórico da Parede com Vista Mar e a 5 mi,Moradia,Carcavelos e Parede,Cascais,Lisboa,112.0,3500
"Escritório com 406m2 - Avenidas Novas, Lisboa",Escritório,Desconhecido,Avenidas Novas,Lisboa,366.0,5280
Apartamento T5 nas AVENIDAS NOVAS - AV. BARBOSA DU BOCAGE,Apartamento,Desconhecido,Avenidas Novas,Lisboa,224.0,3500
Moradia T4+1 em Lourosa,Moradia,Lourosa,Santa Maria da Feira,Aveiro,366.0,1100
Apartamento T3 Cais da Afurada em Vila Nova Gaia,Apartamento,Santa Marinha e São Pedro da Afurada,Vila Nova de Gaia,Porto,129.0,3500
"Moradia T4+1 Lourosa, Santa Maria da Feira",Moradia,Lourosa,Santa Maria da Feira,Aveiro,366.0,995
"Armazém para Arrendamento em Creixomil, Guimarães - 900m²",Armazém,Creixomil,Guimarães,Braga,900.0,3500
