anuncio/propriedade,tipo,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes)
Apartamento T3 para arrendamento nas Avenidas Novas,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,151.9,4000
"T3 para alugar em vialonga. Boa localização,",Apartamento,VIALONGA,VILA FRANCA DE XIRA,LISBOA,125.0,1000
Apartamento T3 para arrendamento em condomínio com piscina em Oeiras,Apartamento,OEIRAS,OEIRAS,LISBOA,129.0,2450
Apartamento T3,Apartamento,SANTAREM,SANTAREM,SANTAREM,130.62,850
Moradia T4 no centro histórico de Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,136.39,8500
T0+ Parque do Rio - Parque das Nações,Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,40.0,1000
Arrenda-se T4 de Luxo - Braga - Pachancho,Apartamento,SAO VICTOR,SAO VICTOR,BRAGA,202.6,1800
"Apartamento T3 sem móveis, no empreendimento One Living e...",Apartamento,CASCAIS,CASCAIS,LISBOA,305.0,8500
Apartamento T2 em Alfena (Valongo) para arrendamento,Apartamento,ALFENA,VALONGO,PORTO,100.0,1100
Moradia T7 para arrendamento,Moradia,AVENIDAS NOVAS,LISBOA,LISBOA,455.8,8500
Moradia T3 com Jardim e Garagem,Moradia,NOGUEIRA DA REGEDOURA,SANTA MARIA DA FEIRA,AVEIRO,168.0,1750
T4 Novo com 4 SUITES + 3 lugares de GARAGEM - São Sebasti...,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,235.0,8500
Apartamento T3 para arrendamento,Apartamento,PENHA DE FRANCA,LISBOA,LISBOA,119.0,1400
"T3 para arrendar no centro de Odivelas, na Rua Luís de Camões.",Apartamento,MOSCAVIDE,LOURES,LISBOA,69.0,1200
Apartamento T1 para arrendamento,Apartamento,AREEIRO,LISBOA,LISBOA,43.0,1600
Apartamento T2 para arrendamento,Apartamento,ALCOCHETE,ALCOCHETE,SETUBAL,69.0,1250
Apartamento T3 para arrendamento,Apartamento,CARCAVELOS,CASCAIS,LISBOA,101.0,1700
"Fantástico T3 para arrendar no Lisbon Stone Block , Avenidas Novas",Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,152.0,4000
Apartamento T3 próximo do Hospital São João,Apartamento,PEDROUCOS,MAIA,PORTO,130.0,1500
Apartamento T2 Oliveira do Douro,Apartamento,MADALENA,VILA NOVA DE GAIA,PORTO,76.0,750
Excepcional T2 em condomínio de luxo,Apartamento,ALVALADE,LISBOA,LISBOA,115.0,1900
Aluga-se Vivenda V5 - Santa Bárbara de Nexe - Medronhal,Moradia,SANTA BARBARA DE NEXE,FARO,FARO,190.0,3000
"REF3480 T1 C/Novo C/terraço, Rua António Borges /H. São João, Paranhos",Apartamento,PARANHOS,PORTO,PORTO,60.0,1000
Moradia T4+2 - Centro Histórico de Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,200.0,8500
Para Arrendar | Moradia T4+2 | Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,205.0,8500
Moradia T4+2 com estacionamento no centro histórico de Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,176.0,8500
"Moradia T6+2 para arrendamento, sem móveis com terraço Avenidas Novas",Moradia,AVENIDAS NOVAS,LISBOA,LISBOA,455.8,8500
Apartamento T4 para arrendamento,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,235.0,8500
Arrendamento de Moradia tradicional no centro de Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,319.0,8300
T2 Loft Duplex mobilado na marginal do Douro,Apartamento,LORDELO DO OURO,PORTO,PORTO,120.0,2250
Apartamento T3,Apartamento,ALJUBARROTA,ALCOBACA,LEIRIA,95.0,500
Apartamento T3 Arrendamento Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,142.0,3750
Moradia T4 no Marinha Guincho em Cascais,Moradia,ALCABIDECHE,CASCAIS,LISBOA,240.0,7000
Apartamento T2 Arrendamento Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,98.0,1800
Apartamento T1 no emblemático Edificio Atrium em Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,64.5,2800
Moradia Isolada T4 - São Pedro do Estoril,Moradia,CASCAIS,CASCAIS,LISBOA,160.0,3800
Excelente Apartamento T4 Totalmente Mobilado na Boavista,Apartamento,RAMALDE,PORTO,PORTO,163.0,2750
Apartamento T2 para arrendamento sem móveis na Lapa,Apartamento,ESTRELA,LISBOA,LISBOA,135.0,3250
T3 Varanda e Garagem em Paranhos New Three Bedroom Apartment Porto,Apartamento,PARANHOS,PORTO,PORTO,125.0,1900
T4 com garagem em Celas,Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,150.5,1200
T3 Leiria Arrendar,Apartamento,LEIRIA,LEIRIA,LEIRIA,103.0,700
Apartamento T5 duplex para arrendamento em Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,252.0,4500
Moradia T4 remodelada para arrendamento de longa duração,Moradia,ALCABIDECHE,CASCAIS,LISBOA,227.0,5000
Excelente T2 na primeira linha de mar e em condomínio fechado,Apartamento,PERAFITA,LAVRA,PORTO,115.0,1600
Moradia T4 com cave e sótão no centro da Vila de Sintra,Moradia,SINTRA,SINTRA,LISBOA,215.0,3500
Arrendo Pequena Moradia em Aires - Palmela,Moradia,PALMELA,PALMELA,SETUBAL,60.0,790
Apartamento T1 Arrendamento Lisboa,Apartamento,ARROIOS,LISBOA,LISBOA,62.2,2000
Excelente T0 para arrendamento junto ao Hospital de São João,Apartamento,PARANHOS,PORTO,PORTO,35.0,750
"Arrendamento T1, Costa de Santo André",Apartamento,SANTO ANDRE,SANTIAGO DO CACEM,SETUBAL,41.0,1175
Apartamento T3 para arrendamento,Apartamento,SANTAREM,SANTAREM,SANTAREM,104.0,750
T3 - Quinta Miramar / Vistas Mar,Apartamento,ALDOAR,PORTO,PORTO,140.0,2500
Apartamento T2 para arrendamento,Apartamento,ALGES,OEIRAS,LISBOA,66.0,1500
Apartamento T3 para arrendamento,Apartamento,CASCAIS,CASCAIS,LISBOA,90.0,2100
"Arrendamento Apartamento T3, em S. Vitor, Braga",Apartamento,SAO VICTOR,SAO VICTOR,BRAGA,127.85,850
Arrendar T2 em Setúbal,Apartamento,SAO SEBASTIAO,SAO SEBASTIAO,SETUBAL,60.0,830
Apartamento T3 para arrendamento,Apartamento,MONTIJO,MONTIJO,SETUBAL,110.0,1200
Moradia T6 suítes para arrendamento no Centro Histórico de Sintra,Moradia,SINTRA,SINTRA,LISBOA,199.0,8000
Arrendo T2 novo centro da Lourinhã,Apartamento,LOURINHA,LOURINHA,LISBOA,65.0,600
"Ericeira - Moradia T4, junto ao centro, vista campo e mar",Moradia,ERICEIRA,MAFRA,LISBOA,265.0,3380
"Apartamento T4 com garagem, no Campo Gande, Lisboa",Apartamento,ALVALADE,LISBOA,LISBOA,230.0,5000
"Apartamento T3 com garagem, na Lapa, em Lisboa",Apartamento,ESTRELA,LISBOA,LISBOA,183.0,6500
T3 Duplex - Telheiras- ARRENDAMENTO,Apartamento,LUMIAR,LISBOA,LISBOA,110.0,1600
"MORADIA T3 EM PENEDO, COLARES - SINTRA - RENOVADA E MOBIL...",Moradia,COLARES,SINTRA,LISBOA,180.0,5000
Apartamento T4 com Varanda e Vistas Rio no Campo Alegre,Apartamento,LORDELO DO OURO,PORTO,PORTO,190.0,2500
Arrenda se Ericeira centro da vila T2 com duas varandas,Apartamento,ERICEIRA,MAFRA,LISBOA,50.36,1200
Arrendo T2 Renovado com vista rio no Alto do Seixalinho | RESERVADO,Apartamento,ALTO DO SEIXALINHO,BARREIRO,SETUBAL,75.0,790
Magnífico Apartamento T4 a Apenas 50 Metros da Praia da Nazaré,Apartamento,NAZARE,NAZARE,LEIRIA,120.0,1375
ARRENDAMENTO T1 NOVO - CASTÊLO DA MAIA - ISMAI,Apartamento,CASTELO DA MAIA,MAIA,PORTO,70.0,1000
MORADIA T3 +1 NO ESTORIL,Moradia,CASCAIS,CASCAIS,LISBOA,190.0,3500
"Moradia T2 duplex nova, em São João do Estoril, junto à p...",Apartamento,CASCAIS,CASCAIS,LISBOA,79.63,3500
APARTAMENTO T3 - Fórum Oeiras - Como Novo,Apartamento,OEIRAS,OEIRAS,LISBOA,140.0,1899
Arrenda |  To Rent | Apartamento T3 | Sem Mobilia | Cascais | Torre |,Apartamento,CASCAIS,CASCAIS,LISBOA,80.0,1400
Excelente Apartamento T2 Mobilado em Pedrouços,Apartamento,PEDROUCOS,MAIA,PORTO,117.0,1200
Apartamento T3 com ótimas áreas e localização privilegiad...,Apartamento,CASCAIS,CASCAIS,LISBOA,93.0,1950
"Moradia T4 para Arrendar na Aroeira com Piscina, Jardim e...",Moradia,CHARNECA DE CAPARICA,ALMADA,SETUBAL,163.0,8000
MORADIA T3+1 ESTORIL MOBILADA,Moradia,CASCAIS,CASCAIS,LISBOA,178.33,4400
Apartamento T2 c/ parqueamento no edifício Twin Towers em...,Apartamento,CAMPOLIDE,LISBOA,LISBOA,102.0,1600
Apartamento T2 Mobilado em Condomínio Fechado,Apartamento,PARANHOS,PORTO,PORTO,110.0,1450
T1 Mobilado metro S. Bento; No centro histórico,Apartamento,CEDOFEITA,PORTO,PORTO,50.0,1000
"Apartamento T3, a estrear, no condomínio Legacy Cascais",Apartamento,CASCAIS,CASCAIS,LISBOA,160.0,6750
Apartamento T3 | Arrendar | Marina do Freixo | Mobilado | Varanda,Apartamento,CAMPANHA,CAMPANHA,PORTO,168.0,2200
"Vivenda V4-Condominio privado c/ piscina, Ponte Rol, House whit Poll ,",Moradia,PONTE DO ROL,TORRES VEDRAS,LISBOA,200.0,1800
"Moradia na Praia da Lota, Manta Rota, disponível para arr...",Moradia,VILA NOVA DE CACELA,VILA REAL DE SANTO ANTONIO,FARO,77.35,850
Bright and newly remodeled apartment in the heart of Setubal,Apartamento,SETUBAL,NOSSA SENHORA DA ANUNCIADA,SETUBAL,75.0,1250
Apartamento T4 para arrendamento,Apartamento,ESTRELA,LISBOA,LISBOA,246.92,4500
Apartamento T3 para arrendamento,Apartamento,OLIVAIS,LISBOA,LISBOA,101.0,1500
Apartamento T2 para arrendamento,Apartamento,SAPATARIA,SOBRAL DE MONTE AGRACO,LISBOA,116.76,875
Moradia T1 Centro Moita,Moradia,MOITA,MOITA,SETUBAL,55.0,725
Amplo T2 em Condominio privado com piscina | no CAMPO GRANDE |,Apartamento,ALVALADE,LISBOA,LISBOA,121.0,2500
"Apartamento T2 sem móveis, inserido no condomínio Bayview...",Apartamento,CASCAIS,CASCAIS,LISBOA,133.0,8000
"Apartamento T2 com vista de mar, em Cascais",Apartamento,CASCAIS,CASCAIS,LISBOA,109.52,8000
Apartamento T3 para arrendamento,Apartamento,CAMPOLIDE,LISBOA,LISBOA,152.0,8000
Moradia T4 de Luxo no Banzão - Colares - Sintra,Moradia,COLARES,SINTRA,LISBOA,347.0,8000
Fantástica Moradia de Luxo T4+1 com 2 Suítes e piscina,Moradia,ALCABIDECHE,CASCAIS,LISBOA,270.0,8000
"Apartamento T4+1 Arrendamento em Aldoar, Foz do Douro e Nevogilde,Port",Apartamento,ALDOAR,PORTO,PORTO,220.0,1734
Excelente moradia V3 dentro da Herdade da Aroeira. Ref. 5728,Moradia,CHARNECA DE CAPARICA,ALMADA,SETUBAL,187.0,2200
T 1 de luxo mobilado centro do Porto,Apartamento,BONFIM,BONFIM,PORTO,45.0,900
"Apartamento T3 mobilado no Parque das Nações, Lisboa",Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,116.66,2600
"Apartamento T2 remodelado junto a Celas, Coimbra",Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,65.0,750
Apartamento Centro de Braga,Apartamento,BRAGA,BRAGA ,BRAGA,150.0,1400
"Apartamento T1 em Lisboa de 85,00 m2",Apartamento,LUMIAR,LISBOA,LISBOA,85.0,1400
Moradia T4 para arrendamento em Ramalde.,Moradia,RAMALDE,PORTO,PORTO,91.0,2100
Apartamento T3 para arrendamento em Lisboa,Apartamento,BENFICA,LISBOA,LISBOA,112.3,2150
T3 mobilado com vista mar nos Jardins da Parede,Apartamento,CARCAVELOS,CASCAIS,LISBOA,120.0,2700
T2 DUPLEX SEM MÓVEIS EM ALCABIDECHE CENTRO,Apartamento,ALCABIDECHE,CASCAIS,LISBOA,137.0,1600
Apartamento duplex t1 totalmente remodelado no centro do ...,Apartamento,CEDOFEITA,PORTO,PORTO,57.0,1150
T3 Remodelado com boas áreas em excelente localização perto do metro,Apartamento,CEDOFEITA,PORTO,PORTO,140.0,1200
ARRENDAMENTO - Apartamento T3 com excelente vista Mar,Apartamento,ERICEIRA,MAFRA,LISBOA,124.0,2300
Apartamento T1 para arrendamento na Graça,Apartamento,SAO VICENTE,SAO VICENTE,LISBOA,59.0,1900
Apartamento T2 | Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,86.0,3100
Apartamento T2 para arrendamento na Ajuda,Apartamento,BELEM,LISBOA,LISBOA,70.0,2800
Apartamento T1 para arrendamento sem móveis em Santo António,Apartamento,SANTO ANTONIO,LISBOA,LISBOA,52.0,2050
"Para Arrendar | Apartamento T2 | Miraflores, Algés",Apartamento,ALGES,OEIRAS,LISBOA,70.69,1950
T3 Remodelado com boas áreas em excelente localização per...,Apartamento,CEDOFEITA,PORTO,PORTO,140.0,1200
"Para arrendar | Apartamento T4 | Bicuda, Cascais",Apartamento,CASCAIS,CASCAIS,LISBOA,170.0,4000
T3 totalmente renovado junto à Casa da Música,Apartamento,LORDELO DO OURO,PORTO,PORTO,95.0,2000
T3+1 em Canidelo,Apartamento,CANIDELO,VILA NOVA DE GAIA,PORTO,174.0,2500
"Apartamento T1 mobilado para arrendar, na Parede",Apartamento,CARCAVELOS,CASCAIS,LISBOA,55.0,1500
Apartamento T1 para arrendamento no centro de Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,96.0,2000
Excelente apartamento T1 Gaia.,Apartamento,MAFAMUDE,VILA NOVA DE GAIA,PORTO,84.0,1300
"Apartamento T2 Moderno Mobilado para arrendamento na Misericórdia,",Apartamento,MISERICORDIA,LISBOA,LISBOA,130.0,1780
Apartamento T3 Duplex - Quinta da Marinha.,Apartamento,CASCAIS,CASCAIS,LISBOA,201.0,8000
3 assoalhadas I Remodelado I  Lisboa,Apartamento,MISERICORDIA,LISBOA,LISBOA,138.0,2600
Para Arrendar | Moradia T5 com jardim | Cascais Centro,Moradia,CASCAIS,CASCAIS,LISBOA,220.0,8000
Apartamento T2 remodelado em Carnide/Lisboa,Apartamento,CARNIDE,LISBOA,LISBOA,65.0,1400
Moradia T4 para arrendamento,Moradia,CORROIOS,SEIXAL,SETUBAL,362.0,8000
Apartamento T3 remodelado em Carnide/Lisboa,Apartamento,CARNIDE,LISBOA,LISBOA,78.0,1600
Moradia T4 com vista mar para arrendamento na Praia Grande,Moradia,COLARES,SINTRA,LISBOA,220.0,6500
"Moradia Arrendar T5 Olhos Água, Albufeira",Moradia,ALBUFEIRA,ALBUFEIRA,FARO,350.0,8000
Moradia bi-familiar T4 sem móveis para arrendar em Leceia...,Moradia,BARCARENA,OEIRAS,LISBOA,145.0,2200
Apartamento T2 para arrendar com garagem e arrecadação no Estoril,Apartamento,CASCAIS,CASCAIS,LISBOA,91.0,1950
Apartamento T2 na costa da Guia com excelentes áreas e ga...,Apartamento,CASCAIS,CASCAIS,LISBOA,88.0,2000
"Apartamento T3 duplex sem móveis para arrendar, no Centro...",Apartamento,CASCAIS,CASCAIS,LISBOA,184.0,4000
"Apartamento T3 duplex sem móveis,inserido em condomínio f...",Apartamento,ALGES,OEIRAS,LISBOA,185.0,3450
"Vista total de mar -T4 em condomínio fechado , piscina, terraço e gina",Apartamento,CASCAIS,CASCAIS,LISBOA,210.0,8000
Apartamento T3 para arrendamento,Apartamento,ESTRELA,LISBOA,LISBOA,176.32,8000
"Apartamento T4 sem móveis para arrendar, novo a estrear, ...",Apartamento,CASCAIS,CASCAIS,LISBOA,235.0,7500
"Apartamento: T3+1 para arrendamento, sem móveis nas Avenidas Novas",Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,185.0,3950
Moradia isolada T6 no Estoril,Moradia,CASCAIS,CASCAIS,LISBOA,196.0,8000
Apartamento T2+2 em Ponte de Lima,Apartamento,ARCA,PONTE DE LIMA,VIANA DO CASTELO,58.0,650
"Moradia T7+1 com vista mar, jardim e piscina, em Oeiras",Moradia,OEIRAS,OEIRAS,LISBOA,409.0,7900
Moradia Cond.Fechado Ericeira V4 Equipada C\Box e Arrecadação,Moradia,ERICEIRA,MAFRA,LISBOA,140.0,2490
Apartamento T2 na Av EUA em Lisboa,Apartamento,ALVALADE,LISBOA,LISBOA,89.5,1450
T3 EM CONDOMÍNIO DE LUXO EM BENFICA,Apartamento,BENFICA,LISBOA,LISBOA,153.0,5500
T4 Duplex Porto,Apartamento,PARANHOS,PORTO,PORTO,139.0,2600
"Casa de Campo T3 em Setúbal de 108,00 m2",Moradia,QUINTA DO ANJO,PALMELA,SETUBAL,108.0,1500
"Apartamento T4 em Porto de 138,00 m2",Apartamento,CEDOFEITA,PORTO,PORTO,138.0,1350
"Estoril- Quinta da Graciosa - Excelente T2 Condomínio, se...",Apartamento,CASCAIS,CASCAIS,LISBOA,125.0,1850
"Moradia T4 mobilada, nova a estrear em Porto Salvo, com p...",Moradia,PORTO SALVO,OEIRAS,LISBOA,200.0,7600
À Graça | T3. 120m2. Garagem e arrecadação. Pronto habitar,Apartamento,SAO VICENTE,SAO VICENTE,LISBOA,110.0,1650
Apartamento T1 novo para arrendamento junto à Universidade de Aveiro,Apartamento,GLORIA,AVEIRO,AVEIRO,70.3,1350
"Apartamento T2 semi-novo, mobilado e equipado, no último piso dos Terr",Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,92.0,1750
"REF0086 T3 de Luxo C/Mobília Damião de Góis /Centro do Porto, Paranhos",Apartamento,CEDOFEITA,PORTO,PORTO,148.0,1800
Excelente T1 mobilado no 'Prata Riverside Village',Apartamento,MARVILA,LISBOA,LISBOA,63.1,1750
"Apartamento T2 Duplex para arrendar sem móveis, em Campo de Ourique",Apartamento,CAMPO DE OURIQUE,LISBOA,LISBOA,50.0,1650
"T4 Graça, Remodelado, Cozinha equipada, prédio com 2 elev...",Apartamento,SAO VICENTE,SAO VICENTE,LISBOA,120.0,2550
Fabuloso apartamento T4 em Alvalade,Apartamento,ALVALADE,LISBOA,LISBOA,171.0,2100
"Apartamento T2 MOBILADO na zona das Amoreiras, LISBOA",Apartamento,CAMPOLIDE,LISBOA,LISBOA,94.0,2000
"Apartamento T1 em Lisboa de 102,00 m2",Apartamento,ALVALADE,LISBOA,LISBOA,102.0,1750
Moradia T4+1 para arrendamento no prestigiado Bairro do Rosário,Moradia,CASCAIS,CASCAIS,LISBOA,299.0,7500
Apartamento T2 com varanda e garagem - Coimbra,Apartamento,SANTA CLARA,COIMBRA,COIMBRA,110.0,1300
"Moradia T3 com jardim e garagem, perto da praia de São Pe...",Moradia,CASCAIS,CASCAIS,LISBOA,147.0,4500
"Apartamento T1 com estacionamento, terraço e WIFI em Altu...",Apartamento,ALTURA,CASTRO MARIM,FARO,67.2,650
Moradia de charme T4 em Cascais numa localização prime.,Moradia,CASCAIS,CASCAIS,LISBOA,270.0,7500
"Apartamento T2 de Luxo para arrendamento, em Campolide (NOVO)",Apartamento,CAMPOLIDE,LISBOA,LISBOA,90.0,7500
Apartamento T3 no one Living em Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,187.0,7500
Moradia T4 para arrendamento,Moradia,CHARNECA DE CAPARICA,ALMADA,SETUBAL,180.0,7500
Moradia T4 para arrendamento,Moradia,CASCAIS,CASCAIS,LISBOA,260.0,7500
APARTAMENTO DE COM 368M2 COM 4 LUGARES DE GARAGEM PISO UNICO,Apartamento,ALVALADE,LISBOA,LISBOA,284.0,7500
Apartamento T3 Amoreiras TORRE | Arrendar - Renovado c/ e...,Apartamento,CAMPOLIDE,LISBOA,LISBOA,190.0,7500
"Apartamento T3+1 para arrendamento, sem móveis nas Avenidas Novas",Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,225.0,4500
Apartamento T3 para arrendamento em Fátima,Apartamento,FATIMA,OUREM,SANTAREM,123.5,800
"Apartamento T1 mobilado e equipado,com estacionamento privativo no cen",Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,55.0,650
T1 Novo Último Piso c/ Vistas Rio na Afurada (Marina),Apartamento,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,91.0,1500
T2 Novo c/ Vistas Rio na Afurada (Marina),Apartamento,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,122.0,1980
"Apartamento T3 em Braga de 111,00 m2",Apartamento,BRAGA,SE,BRAGA,111.0,1700
"Moradia T2, no Bom Sucesso Resort, Óbidos",Moradia,VAU,OBIDOS,LEIRIA,100.0,2000
Apartamento T2 no condomínio Cascais Park,Apartamento,CASCAIS,CASCAIS,LISBOA,123.5,2800
Encantador T1 Duplex na Torre de S. Rafael,Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,94.0,2500
Apartamento T3 com piscina privativa e 2 estacionamentos ...,Apartamento,AREEIRO,LISBOA,LISBOA,166.0,5950
"Apartamento T2+1 para arrendamento, sem móveis em Santa Maria Maior",Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,143.28,3200
Excelente apartamento mobilado T3 em Canidelo com vistas Foz do Douro,Apartamento,CANIDELO,VILA NOVA DE GAIA,PORTO,126.8,1800
Apartamento T3+1 a 200m do mar,Apartamento,CASCAIS,CASCAIS,LISBOA,184.64,4000
Apartamento T3 em Matosinhos remodelado com suíte e garagem,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,120.0,1700
Luxuoso Apartamento T3 - Condomínio Fechado no Centro do ...,Apartamento,CASCAIS,CASCAIS,LISBOA,138.0,4950
"Apartamento, 195 m², Matosinhos e Leça da Palmeira",Apartamento,MATOSINHOS,MATOSINHOS,PORTO,195.0,3200
Apartamento T1 em Condomínio Fechado na Boavista,Apartamento,CEDOFEITA,PORTO,PORTO,74.0,1200
Apartamento T2 próximo da Estrada da Luz,Apartamento,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,65.0,1300
Apartamento T2 com 85m2 em prédio com elevador em Benfica,Apartamento,BENFICA,LISBOA,LISBOA,85.0,1350
Apartamento T2 com terraço e garagem individual,Apartamento,SAO VICTOR,SAO VICTOR,BRAGA,90.0,1100
Apartamento T2 para arrendamento,Apartamento,ALTO DO SEIXALINHO,BARREIRO,SETUBAL,55.0,900
"Apartamento T0 a estrear, nas Avenidas Novas, Lisboa",Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,35.0,1500
T1 para arrendamento | Monte Abraão,Apartamento,MASSAMA,SINTRA,LISBOA,43.0,980
Apartamento T2 para arrendamento,Apartamento,ESPINHO,ESPINHO,AVEIRO,72.0,1200
T2 - Andar Moradia em Mafamude - perto da linha do metro,Moradia,MAFAMUDE,VILA NOVA DE GAIA,PORTO,70.0,860
"Moradia renovada com alpendre e terreno, Vilarinho do Bairro, Anadia",Moradia,VILARINHO DO BAIRRO,ANADIA,AVEIRO,110.0,800
Ericeira - S. Lourenço - T2 duplex com piscina em cima da...,Apartamento,ERICEIRA,MAFRA,LISBOA,80.0,1280
T5 Frente ao mar - Póvoa de Varzim,Apartamento,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,240.0,1500
Apartamento T3 com garagem e arrecadação perto da Estação...,Apartamento,BENFICA,LISBOA,LISBOA,146.0,2200
"T2Quarteira c/ garagem, arrenda-se período fixo (agora-junho2024)",Moradia,QUARTEIRA,LOULE,FARO,1111.0,950
Apartamento T3 para Arrendamento em Condomínio Privado no Monte do Est,Apartamento,CASCAIS,CASCAIS,LISBOA,172.0,7000
Apartamento T3 novo de arquitectura contemporânea na Lapa...,Apartamento,ESTRELA,LISBOA,LISBOA,180.0,7000
Moradia V5 Recuperada e Mobilada em Cascais,Moradia,ALCABIDECHE,CASCAIS,LISBOA,242.6,4950
Apartamento T2 com varanda para arrendamento no Monte Estoril,Apartamento,CASCAIS,CASCAIS,LISBOA,55.0,1400
Apartamento T1 para Arrendar em Marvila - Prata Riverside...,Apartamento,MARVILA,LISBOA,LISBOA,40.3,1550
"Apartamento T1 - Lisboa, Campolide.",Apartamento,CAMPOLIDE,LISBOA,LISBOA,53.0,1500
APARTAMENTO T2 MONTE DO ESTORIL COM VISTA PARA POENTE,Apartamento,CASCAIS,CASCAIS,LISBOA,143.0,2900
Moradia Geminada T3 + 1 - Alcabideche,Moradia,ALCABIDECHE,CASCAIS,LISBOA,200.0,6500
Apartamento T3 em Carnaxide,Apartamento,CARNAXIDE,OEIRAS,LISBOA,141.0,2500
Apartamento T1 com bonitas vistas de Rio,Apartamento,CEDOFEITA,PORTO,PORTO,58.0,1100
Estúdio T0 Arrendar Mobilado e Equipado Praça da Republica - Porto,Apartamento,CEDOFEITA,PORTO,PORTO,33.0,1000
Moradia T3 geminada para arrendamento em Benfica,Moradia,BENFICA,LISBOA,LISBOA,108.0,3000
Apartamento T2 para arrendamento com móveis na Misericórdia,Apartamento,MISERICORDIA,LISBOA,LISBOA,85.0,1600
Apartamento T3 - Cascais.,Apartamento,CASCAIS,CASCAIS,LISBOA,97.0,2200
"Apartamento T3 com vista mar, no centro de Cascais",Apartamento,CASCAIS,CASCAIS,LISBOA,150.0,3500
T2 para arrendar Mobilado e Equipado Matosinhos Sul,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,93.0,2100
Magnífica Moradia T4 em Magoito num Condomínio Fechado,Moradia,SAO JOAO DAS LAMPAS,SINTRA,LISBOA,221.0,2973
Apartamento T1 na Baia de Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,57.0,2500
Moradia T2 nova a estrear para arrendamento em Alcantarilha,Moradia,ALCANTARILHA,SILVES,FARO,97.0,2500
Moradia T3 para arrendamento,Moradia,CHARNECA DE CAPARICA,ALMADA,SETUBAL,342.0,7000
Apartamento T2+1 no centro de Rio Tinto com varanda e garagem,Apartamento,RIO TINTO,GONDOMAR,PORTO,110.0,1425
Moradia T5 com Terraço e  apartamento T1 independente,Moradia,SANTO ANTONIO,LISBOA,LISBOA,374.0,7000
Apartamento T2+1 no centro de Rio Tinto com varanda e gar...,Apartamento,RIO TINTO,GONDOMAR,PORTO,110.0,1425
T4 com 4 suítes - luxo contemporâneo em condomínio privad...,Apartamento,SAO VICENTE,SAO VICENTE,LISBOA,240.0,7000
Apartamento com 218 m2 remodelado a estrear,Apartamento,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,165.2,3500
Apartamento T4 Duplex mobilado e equipado- Gaia,Apartamento,MAFAMUDE,VILA NOVA DE GAIA,PORTO,209.0,2850
"Apartamento T1, mobilado e equipado, junto ao El Corte In...",Apartamento,MAFAMUDE,VILA NOVA DE GAIA,PORTO,85.4,1300
Apartamento T2 para arrendamento em Alcantara,Apartamento,ALCANTARA,LISBOA,LISBOA,115.0,3500
ARRENDA | T3 Av. Roma | Varanda + Parqueamento + Elevador | Remodelado,Apartamento,ALVALADE,LISBOA,LISBOA,120.0,2150
Apartamento T7 para arrendamento,Apartamento,SANTO ANTONIO,LISBOA,LISBOA,215.0,7000
ARRENDA T3 Av. Roma | Com Varanda + Box + Elevador|Remodelado (165m2),Apartamento,ALVALADE,LISBOA,LISBOA,120.0,2250
Apartamento T3 para arrendamento,Apartamento,SANTO ANTONIO,LISBOA,LISBOA,90.0,7000
"T3+1 Frente à praia do Molhe | Av. Brasil - Foz | Renovado, parcialmen",Apartamento,ALDOAR,PORTO,PORTO,150.0,2900
