anuncio/propriedade,tipo,CÓDIGO,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes)
Apartamento T5 duplex para arrendamento em Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,252.0,4500
Moradia T4 remodelada para arrendamento de longa duração,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,227.0,5000
Moradia T4 com cave e sótão no centro da Vila de Sintra,Moradia,111128,SINTRA,SINTRA,LISBOA,215.0,3500
Arrendo Pequena Moradia em Aires - Palmela,Moradia,150802,PALMELA,PALMELA,SETUBAL,60.0,790
Apartamento T1 Arrendamento Lisboa,Apartamento,110656,ARROIOS,LISBOA,LISBOA,62.2,2000
Excelente T0 para arrendamento junto ao Hospital de São João,Apartamento,131210,PARANHOS,PORTO,PORTO,35.0,750
"Arrendamento T1, Costa de Santo André",Apartamento,150907,SANTO ANDRE,SANTIAGO DO CACEM,SETUBAL,41.0,1175
Apartamento T3 para arrendamento,Apartamento,141633,SANTAREM,SANTAREM,SANTAREM,104.0,750
T3 - Quinta Miramar / Vistas Mar,Apartamento,131216,ALDOAR,PORTO,PORTO,140.0,2500
Apartamento T2 para arrendamento,Apartamento,111012,ALGES,OEIRAS,LISBOA,66.0,1500
Apartamento T3 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,90.0,2100
Apartamento T3 para arrendamento,Apartamento,150710,MONTIJO,MONTIJO,SETUBAL,110.0,1200
Moradia T6 suítes para arrendamento no Centro Histórico de Sintra,Moradia,111128,SINTRA,SINTRA,LISBOA,199.0,8000
Arrendo T2 novo centro da Lourinhã,Apartamento,110812,LOURINHA,LOURINHA,LISBOA,65.0,600
"Ericeira - Moradia T4, junto ao centro, vista campo e mar",Moradia,110906,ERICEIRA,MAFRA,LISBOA,265.0,3380
"Apartamento T4 com garagem, no Campo Gande, Lisboa",Apartamento,110654,ALVALADE,LISBOA,LISBOA,230.0,5000
"Apartamento T3 com garagem, na Lapa, em Lisboa",Apartamento,110660,ESTRELA,LISBOA,LISBOA,183.0,6500
T3 Duplex - Telheiras- ARRENDAMENTO,Apartamento,110618,LUMIAR,LISBOA,LISBOA,110.0,1600
"MORADIA T3 EM PENEDO, COLARES - SINTRA - RENOVADA E MOBIL...",Moradia,111105,COLARES,SINTRA,LISBOA,180.0,5000
Apartamento T4 com Varanda e Vistas Rio no Campo Alegre,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,190.0,2500
Arrenda se Ericeira centro da vila T2 com duas varandas,Apartamento,110906,ERICEIRA,MAFRA,LISBOA,50.36,1200
Arrendo T2 Renovado com vista rio no Alto do Seixalinho | RESERVADO,Apartamento,150409,ALTO DO SEIXALINHO,BARREIRO,SETUBAL,75.0,790
Magnífico Apartamento T4 a Apenas 50 Metros da Praia da Nazaré,Apartamento,101102,NAZARE,NAZARE,LEIRIA,120.0,1375
ARRENDAMENTO T1 NOVO - CASTÊLO DA MAIA - ISMAI,Apartamento,130618,CASTELO DA MAIA,MAIA,PORTO,70.0,1000
MORADIA T3 +1 NO ESTORIL,Moradia,110508,CASCAIS,CASCAIS,LISBOA,190.0,3500
"Moradia T2 duplex nova, em São João do Estoril, junto à p...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,79.63,3500
APARTAMENTO T3 - Fórum Oeiras - Como Novo,Apartamento,111014,OEIRAS,OEIRAS,LISBOA,140.0,1899
Arrenda |  To Rent | Apartamento T3 | Sem Mobilia | Cascais | Torre |,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,80.0,1400
Excelente Apartamento T2 Mobilado em Pedrouços,Apartamento,130617,PEDROUCOS,MAIA,PORTO,117.0,1200
Apartamento T3 com ótimas áreas e localização privilegiad...,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,93.0,1950
"Moradia T4 para Arrendar na Aroeira com Piscina, Jardim e...",Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,163.0,8000
MORADIA T3+1 ESTORIL MOBILADA,Moradia,110508,CASCAIS,CASCAIS,LISBOA,178.33,4400
Apartamento T2 c/ parqueamento no edifício Twin Towers em...,Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,102.0,1600
Apartamento T2 Mobilado em Condomínio Fechado,Apartamento,131210,PARANHOS,PORTO,PORTO,110.0,1450
T1 Mobilado metro S. Bento; No centro histórico,Apartamento,131217,CEDOFEITA,PORTO,PORTO,50.0,1000
"Apartamento T3, a estrear, no condomínio Legacy Cascais",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,160.0,6750
"Vivenda V4-Condominio privado c/ piscina, Ponte Rol, House whit Poll ,",Moradia,111310,PONTE DO ROL,TORRES VEDRAS,LISBOA,200.0,1800
"Moradia na Praia da Lota, Manta Rota, disponível para arr...",Moradia,81601,VILA NOVA DE CACELA,VILA REAL DE SANTO ANTONIO,FARO,77.35,850
Apartamento T4 para arrendamento,Apartamento,110660,ESTRELA,LISBOA,LISBOA,246.92,4500
Apartamento T3 para arrendamento,Apartamento,110633,OLIVAIS,LISBOA,LISBOA,101.0,1500
Apartamento T2 para arrendamento,Apartamento,111202,SAPATARIA,SOBRAL DE MONTE AGRACO,LISBOA,116.76,875
Moradia T1 Centro Moita,Moradia,150603,MOITA,MOITA,SETUBAL,55.0,725
Amplo T2 em Condominio privado com piscina | no CAMPO GRANDE |,Apartamento,110654,ALVALADE,LISBOA,LISBOA,121.0,2500
"Apartamento T2 sem móveis, inserido no condomínio Bayview...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,133.0,8000
"Apartamento T2 com vista de mar, em Cascais",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,109.52,8000
Apartamento T3 para arrendamento,Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,152.0,8000
Moradia T4 de Luxo no Banzão - Colares - Sintra,Moradia,111105,COLARES,SINTRA,LISBOA,347.0,8000
Fantástica Moradia de Luxo T4+1 com 2 Suítes e piscina,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,270.0,8000
"Apartamento T4+1 Arrendamento em Aldoar, Foz do Douro e Nevogilde,Port",Apartamento,131216,ALDOAR,PORTO,PORTO,220.0,1734
Excelente moradia V3 dentro da Herdade da Aroeira. Ref. 5728,Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,187.0,2200
"Apartamento T3 mobilado no Parque das Nações, Lisboa",Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,116.66,2600
"Apartamento T2 remodelado junto a Celas, Coimbra",Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,65.0,750
"Apartamento T1 em Lisboa de 85,00 m2",Apartamento,110618,LUMIAR,LISBOA,LISBOA,85.0,1400
Moradia T4 para arrendamento em Ramalde.,Moradia,131211,RAMALDE,PORTO,PORTO,91.0,2100
Apartamento T3 para arrendamento em Lisboa,Apartamento,110608,BENFICA,LISBOA,LISBOA,112.3,2150
T3 mobilado com vista mar nos Jardins da Parede,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,120.0,2700
T2 DUPLEX SEM MÓVEIS EM ALCABIDECHE CENTRO,Apartamento,110501,ALCABIDECHE,CASCAIS,LISBOA,137.0,1600
Apartamento duplex t1 totalmente remodelado no centro do ...,Apartamento,131217,CEDOFEITA,PORTO,PORTO,57.0,1150
T3 Remodelado com boas áreas em excelente localização perto do metro,Apartamento,131217,CEDOFEITA,PORTO,PORTO,140.0,1200
ARRENDAMENTO - Apartamento T3 com excelente vista Mar,Apartamento,110906,ERICEIRA,MAFRA,LISBOA,124.0,2300
Apartamento T1 para arrendamento na Graça,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,59.0,1900
Apartamento T2 | Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,86.0,3100
Apartamento T2 para arrendamento na Ajuda,Apartamento,110658,BELEM,LISBOA,LISBOA,70.0,2800
Apartamento T1 para arrendamento sem móveis em Santo António,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,52.0,2050
"Para Arrendar | Apartamento T2 | Miraflores, Algés",Apartamento,111012,ALGES,OEIRAS,LISBOA,70.69,1950
T3 Remodelado com boas áreas em excelente localização per...,Apartamento,131217,CEDOFEITA,PORTO,PORTO,140.0,1200
"Para arrendar | Apartamento T4 | Bicuda, Cascais",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,170.0,4000
T3 totalmente renovado junto à Casa da Música,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,95.0,2000
T3+1 em Canidelo,Apartamento,131704,CANIDELO,VILA NOVA DE GAIA,PORTO,174.0,2500
"Apartamento T1 mobilado para arrendar, na Parede",Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,55.0,1500
Apartamento T1 para arrendamento no centro de Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,96.0,2000
Excelente apartamento T1 Gaia.,Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,84.0,1300
"Apartamento T2 Moderno Mobilado para arrendamento na Misericórdia,",Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,130.0,1780
Apartamento T3 Duplex - Quinta da Marinha.,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,201.0,8000
3 assoalhadas I Remodelado I  Lisboa,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,138.0,2600
Para Arrendar | Moradia T5 com jardim | Cascais Centro,Moradia,110508,CASCAIS,CASCAIS,LISBOA,220.0,8000
Apartamento T2 remodelado em Carnide/Lisboa,Apartamento,110611,CARNIDE,LISBOA,LISBOA,65.0,1400
Moradia T4 para arrendamento,Moradia,151005,CORROIOS,SEIXAL,SETUBAL,362.0,8000
Apartamento T3 remodelado em Carnide/Lisboa,Apartamento,110611,CARNIDE,LISBOA,LISBOA,78.0,1600
Moradia T4 com vista mar para arrendamento na Praia Grande,Moradia,111105,COLARES,SINTRA,LISBOA,220.0,6500
"Moradia Arrendar T5 Olhos Água, Albufeira",Moradia,80106,ALBUFEIRA,ALBUFEIRA,FARO,350.0,8000
Moradia bi-familiar T4 sem móveis para arrendar em Leceia...,Moradia,111002,BARCARENA,OEIRAS,LISBOA,145.0,2200
Apartamento T2 para arrendar com garagem e arrecadação no Estoril,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,91.0,1950
Apartamento T2 na costa da Guia com excelentes áreas e ga...,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,88.0,2000
"Apartamento T3 duplex sem móveis para arrendar, no Centro...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,184.0,4000
"Apartamento T3 duplex sem móveis,inserido em condomínio f...",Apartamento,111012,ALGES,OEIRAS,LISBOA,185.0,3450
"Vista total de mar -T4 em condomínio fechado , piscina, terraço e gina",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,210.0,8000
Apartamento T3 para arrendamento,Apartamento,110660,ESTRELA,LISBOA,LISBOA,176.32,8000
"Apartamento T4 sem móveis para arrendar, novo a estrear, ...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,235.0,7500
"Apartamento: T3+1 para arrendamento, sem móveis nas Avenidas Novas",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,185.0,3950
Moradia isolada T6 no Estoril,Moradia,110508,CASCAIS,CASCAIS,LISBOA,196.0,8000
Apartamento T2+2 em Ponte de Lima,Apartamento,160752,ARCA,PONTE DE LIMA,VIANA DO CASTELO,58.0,650
"Moradia T7+1 com vista mar, jardim e piscina, em Oeiras",Moradia,111014,OEIRAS,OEIRAS,LISBOA,409.0,7900
Moradia Cond.Fechado Ericeira V4 Equipada C\Box e Arrecadação,Moradia,110906,ERICEIRA,MAFRA,LISBOA,140.0,2490
Apartamento T2 na Av EUA em Lisboa,Apartamento,110654,ALVALADE,LISBOA,LISBOA,89.5,1450
T3 EM CONDOMÍNIO DE LUXO EM BENFICA,Apartamento,110608,BENFICA,LISBOA,LISBOA,153.0,5500
T4 Duplex Porto,Apartamento,131210,PARANHOS,PORTO,PORTO,139.0,2600
"Casa de Campo T3 em Setúbal de 108,00 m2",Moradia,150804,QUINTA DO ANJO,PALMELA,SETUBAL,108.0,1500
"Apartamento T4 em Porto de 138,00 m2",Apartamento,131217,CEDOFEITA,PORTO,PORTO,138.0,1350
"Estoril- Quinta da Graciosa - Excelente T2 Condomínio, se...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,125.0,1850
"Moradia T4 mobilada, nova a estrear em Porto Salvo, com p...",Moradia,111009,PORTO SALVO,OEIRAS,LISBOA,200.0,7600
À Graça | T3. 120m2. Garagem e arrecadação. Pronto habitar,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,110.0,1650
Apartamento T1 novo para arrendamento junto à Universidade de Aveiro,Apartamento,10517,GLORIA,AVEIRO,AVEIRO,70.3,1350
"Apartamento T2 semi-novo, mobilado e equipado, no último piso dos Terr",Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,92.0,1750
"REF0086 T3 de Luxo C/Mobília Damião de Góis /Centro do Porto, Paranhos",Apartamento,131217,CEDOFEITA,PORTO,PORTO,148.0,1800
Excelente T1 mobilado no 'Prata Riverside Village',Apartamento,110621,MARVILA,LISBOA,LISBOA,63.1,1750
"Apartamento T2 Duplex para arrendar sem móveis, em Campo de Ourique",Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,50.0,1650
"T4 Graça, Remodelado, Cozinha equipada, prédio com 2 elev...",Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,120.0,2550
Fabuloso apartamento T4 em Alvalade,Apartamento,110654,ALVALADE,LISBOA,LISBOA,171.0,2100
"Apartamento T2 MOBILADO na zona das Amoreiras, LISBOA",Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,94.0,2000
"Apartamento T1 em Lisboa de 102,00 m2",Apartamento,110654,ALVALADE,LISBOA,LISBOA,102.0,1750
Moradia T4+1 para arrendamento no prestigiado Bairro do Rosário,Moradia,110508,CASCAIS,CASCAIS,LISBOA,299.0,7500
Apartamento T2 com varanda e garagem - Coimbra,Apartamento,60336,SANTA CLARA,COIMBRA,COIMBRA,110.0,1300
"Moradia T3 com jardim e garagem, perto da praia de São Pe...",Moradia,110508,CASCAIS,CASCAIS,LISBOA,147.0,4500
"Apartamento T1 com estacionamento, terraço e WIFI em Altu...",Apartamento,80404,ALTURA,CASTRO MARIM,FARO,67.2,650
Moradia de charme T4 em Cascais numa localização prime.,Moradia,110508,CASCAIS,CASCAIS,LISBOA,270.0,7500
"Apartamento T2 de Luxo para arrendamento, em Campolide (NOVO)",Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,90.0,7500
Apartamento T3 no one Living em Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,187.0,7500
Moradia T4 para arrendamento,Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,180.0,7500
Moradia T4 para arrendamento,Moradia,110508,CASCAIS,CASCAIS,LISBOA,260.0,7500
APARTAMENTO DE COM 368M2 COM 4 LUGARES DE GARAGEM PISO UNICO,Apartamento,110654,ALVALADE,LISBOA,LISBOA,284.0,7500
Apartamento T3 Amoreiras TORRE | Arrendar - Renovado c/ e...,Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,190.0,7500
"Apartamento T3+1 para arrendamento, sem móveis nas Avenidas Novas",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,225.0,4500
Apartamento T3 para arrendamento em Fátima,Apartamento,142106,FATIMA,OUREM,SANTAREM,123.5,800
"Apartamento T1 mobilado e equipado,com estacionamento privativo no cen",Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,55.0,650
T1 Novo Último Piso c/ Vistas Rio na Afurada (Marina),Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,91.0,1500
T2 Novo c/ Vistas Rio na Afurada (Marina),Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,122.0,1980
"Moradia T2, no Bom Sucesso Resort, Óbidos",Moradia,101207,VAU,OBIDOS,LEIRIA,100.0,2000
Apartamento T2 no condomínio Cascais Park,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,123.5,2800
Encantador T1 Duplex na Torre de S. Rafael,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,94.0,2500
Apartamento T3 com piscina privativa e 2 estacionamentos ...,Apartamento,110655,AREEIRO,LISBOA,LISBOA,166.0,5950
"Apartamento T2+1 para arrendamento, sem móveis em Santa Maria Maior",Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,143.28,3200
Excelente apartamento mobilado T3 em Canidelo com vistas Foz do Douro,Apartamento,131704,CANIDELO,VILA NOVA DE GAIA,PORTO,126.8,1800
Apartamento T3+1 a 200m do mar,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,184.64,4000
Apartamento T3 em Matosinhos remodelado com suíte e garagem,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,120.0,1700
Luxuoso Apartamento T3 - Condomínio Fechado no Centro do ...,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,138.0,4950
"Apartamento, 195 m², Matosinhos e Leça da Palmeira",Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,195.0,3200
Apartamento T1 em Condomínio Fechado na Boavista,Apartamento,131217,CEDOFEITA,PORTO,PORTO,74.0,1200
Apartamento T2 próximo da Estrada da Luz,Apartamento,110639,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,65.0,1300
Apartamento T2 com 85m2 em prédio com elevador em Benfica,Apartamento,110608,BENFICA,LISBOA,LISBOA,85.0,1350
Apartamento T2 para arrendamento,Apartamento,150409,ALTO DO SEIXALINHO,BARREIRO,SETUBAL,55.0,900
"Apartamento T0 a estrear, nas Avenidas Novas, Lisboa",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,35.0,1500
T1 para arrendamento | Monte Abraão,Apartamento,111125,MASSAMA,SINTRA,LISBOA,43.0,980
Apartamento T2 para arrendamento,Apartamento,10702,ESPINHO,ESPINHO,AVEIRO,72.0,1200
T2 - Andar Moradia em Mafamude - perto da linha do metro,Moradia,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,70.0,860
"Moradia renovada com alpendre e terreno, Vilarinho do Bairro, Anadia",Moradia,10313,VILARINHO DO BAIRRO,ANADIA,AVEIRO,110.0,800
Ericeira - S. Lourenço - T2 duplex com piscina em cima da...,Apartamento,110906,ERICEIRA,MAFRA,LISBOA,80.0,1280
T5 Frente ao mar - Póvoa de Varzim,Apartamento,131315,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,240.0,1500
Apartamento T3 com garagem e arrecadação perto da Estação...,Apartamento,110608,BENFICA,LISBOA,LISBOA,146.0,2200
"T2Quarteira c/ garagem, arrenda-se período fixo (agora-junho2024)",Moradia,80805,QUARTEIRA,LOULE,FARO,1111.0,950
Apartamento T3 para Arrendamento em Condomínio Privado no Monte do Est,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,172.0,7000
Apartamento T3 novo de arquitectura contemporânea na Lapa...,Apartamento,110660,ESTRELA,LISBOA,LISBOA,180.0,7000
Moradia V5 Recuperada e Mobilada em Cascais,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,242.6,4950
Apartamento T2 com varanda para arrendamento no Monte Estoril,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,55.0,1400
Apartamento T1 para Arrendar em Marvila - Prata Riverside...,Apartamento,110621,MARVILA,LISBOA,LISBOA,40.3,1550
"Apartamento T1 - Lisboa, Campolide.",Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,53.0,1500
APARTAMENTO T2 MONTE DO ESTORIL COM VISTA PARA POENTE,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,143.0,2900
Moradia Geminada T3 + 1 - Alcabideche,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,200.0,6500
Apartamento T3 em Carnaxide,Apartamento,111013,CARNAXIDE,OEIRAS,LISBOA,141.0,2500
Apartamento T1 com bonitas vistas de Rio,Apartamento,131217,CEDOFEITA,PORTO,PORTO,58.0,1100
Estúdio T0 Arrendar Mobilado e Equipado Praça da Republica - Porto,Apartamento,131217,CEDOFEITA,PORTO,PORTO,33.0,1000
Moradia T3 geminada para arrendamento em Benfica,Moradia,110608,BENFICA,LISBOA,LISBOA,108.0,3000
Apartamento T2 para arrendamento com móveis na Misericórdia,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,85.0,1600
Apartamento T3 - Cascais.,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,97.0,2200
"Apartamento T3 com vista mar, no centro de Cascais",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,150.0,3500
T2 para arrendar Mobilado e Equipado Matosinhos Sul,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,93.0,2100
Magnífica Moradia T4 em Magoito num Condomínio Fechado,Moradia,111127,SAO JOAO DAS LAMPAS,SINTRA,LISBOA,221.0,2973
Apartamento T1 na Baia de Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,57.0,2500
Moradia T2 nova a estrear para arrendamento em Alcantarilha,Moradia,81309,ALCANTARILHA,SILVES,FARO,97.0,2500
Moradia T3 para arrendamento,Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,342.0,7000
Apartamento T2+1 no centro de Rio Tinto com varanda e garagem,Apartamento,130408,RIO TINTO,GONDOMAR,PORTO,110.0,1425
Moradia T5 com Terraço e  apartamento T1 independente,Moradia,110666,SANTO ANTONIO,LISBOA,LISBOA,374.0,7000
Apartamento T2+1 no centro de Rio Tinto com varanda e gar...,Apartamento,130408,RIO TINTO,GONDOMAR,PORTO,110.0,1425
T4 com 4 suítes - luxo contemporâneo em condomínio privad...,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,240.0,7000
Apartamento com 218 m2 remodelado a estrear,Apartamento,110639,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,165.2,3500
Apartamento T4 Duplex mobilado e equipado- Gaia,Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,209.0,2850
"Apartamento T1, mobilado e equipado, junto ao El Corte In...",Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,85.4,1300
Apartamento T2 para arrendamento em Alcantara,Apartamento,110602,ALCANTARA,LISBOA,LISBOA,115.0,3500
ARRENDA | T3 Av. Roma | Varanda + Parqueamento + Elevador | Remodelado,Apartamento,110654,ALVALADE,LISBOA,LISBOA,120.0,2150
Apartamento T7 para arrendamento,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,215.0,7000
ARRENDA T3 Av. Roma | Com Varanda + Box + Elevador|Remodelado (165m2),Apartamento,110654,ALVALADE,LISBOA,LISBOA,120.0,2250
Apartamento T3 para arrendamento,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,90.0,7000
"T3+1 Frente à praia do Molhe | Av. Brasil - Foz | Renovado, parcialmen",Apartamento,131216,ALDOAR,PORTO,PORTO,150.0,2900
Apartamento T2 em Condomínio a 2 Minutos da Praia e do Ce...,Apartamento,110906,ERICEIRA,MAFRA,LISBOA,82.0,1600
Moradia T5 no Alto do Lagoal com vista frontal de mar,Moradia,111014,OEIRAS,OEIRAS,LISBOA,366.0,7000
T3 em frente ao mar,Apartamento,131709,MADALENA,VILA NOVA DE GAIA,PORTO,169.0,3000
Moradia T7 para arrendamento,Moradia,80106,ALBUFEIRA,ALBUFEIRA,FARO,663.0,7000
Apartamento T2 no coração do Chiado com elevador,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,107.0,2500
"Apartamento T2 , com garagem, Avenidas Novas, Lisboa",Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,90.0,3100
T3 flat for rent in rua Fernão Lopes,Apartamento,110656,ARROIOS,LISBOA,LISBOA,221.0,7000
Moradia T4 para arrendamento,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,207.0,6900
Campolide | T0 renovado  c/ mezzanine e terraço com despesas incluídas,Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,40.0,1300
Campolide | T0 c/ mezzanine totalmente renovado com despesas incluídas,Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,40.0,1100
Apartamento T3 - Arrendar,Apartamento,141633,SANTAREM,SANTAREM,SANTAREM,96.02,900
Excelente Apartamento T1 junto á casa da musica,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,44.0,1200
"Apartamento t3 na Quinta da Ouriva, Portimão",Apartamento,81103,PORTIMAO,PORTIMAO,FARO,106.0,950
T3 na Quinta do Lambert com estacionamento!!,Apartamento,110618,LUMIAR,LISBOA,LISBOA,106.4,2000
Apartamento T3 proximo centro Paredes,Apartamento,131025,PAREDES,PAREDES,PORTO,106.0,750
"STUDIO junto Hosp Luz, centro comercial Colombo e metro",Apartamento,110608,BENFICA,LISBOA,LISBOA,18.0,965
"Estudio Lgº 1º ten João Rodrigues Moura, metro Olivais",Apartamento,110633,OLIVAIS,LISBOA,LISBOA,18.0,995
T2 mobilado para arrendar junto à Praça de Espanha,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,52.0,1200
Apartamento T2 para arrendamento,Apartamento,110726,MOSCAVIDE,LOURES,LISBOA,61.0,1200
Arrendo T2 Sintra,Apartamento,111108,RIO DE MOURO,SINTRA,LISBOA,120.0,1300
Encantador apartamento com 3 quartos,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,150.0,2750
Apartamento T4 Arrendamento Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,185.0,5200
Apartamento T2 | Carnaxide,Apartamento,111013,CARNAXIDE,OEIRAS,LISBOA,85.0,1500
Apartamento T0 para arrendamento,Apartamento,131210,PARANHOS,PORTO,PORTO,39.0,900
"partamento T2 sem móveis para arrendar, novo a estrear em...",Apartamento,111012,ALGES,OEIRAS,LISBOA,103.0,1950
T2 | El Corte Inglês | Renovado | Mobilado e Equipado | M...,Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,100.0,1400
T2 | Condomínio Fechado | Mobilado e Equipado | Terraço | MaiaGest,Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,105.0,1900
T3 | Penthouse | Paço do Rei | Mobilado | Equipado | MaiaGest,Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,130.0,2200
T2 | Mafamude | Garagem | Cozinha Equipada | MaiaGest,Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,95.0,1350
T3 | Duplex | Cozinha Equipada | Varanda | MaiaGest,Apartamento,131217,CEDOFEITA,PORTO,PORTO,73.0,1600
"Apartamento T2 | Baixa, Lisboa",Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,81.0,3000
Apartamento T3 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,167.0,3200
Apartamento T1 para arrendamento com estacionamento no Monte Estoril,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,79.0,1800
Apartamento T2 mobilado para arrendamento em Campolide,Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,109.2,2250
Apartamento T4 para arrendamento no Chiado,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,201.0,4800
Moradia T4 para arrendamento em condomínio com piscina em  Cascais,Moradia,110508,CASCAIS,CASCAIS,LISBOA,212.0,5000
"Apartamento T3 | Vistas Panorâmicas | Santa Marinha, V.N....",Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,138.0,2450
"Apartamento T3 sem móveis para arrendar, novo a estrear e...",Apartamento,111012,ALGES,OEIRAS,LISBOA,161.0,2950
